OpportunityID,CustomerID,OpportunityStage,CloseDate,ExpectedRevenue,created_at,updated_at
76,4058,prospecting,2023-12-14,16312.283309116165,2024-11-11 09:19:27,2024-11-11 09:19:27
77,933,won,2022-12-31,14539.923236200324,2024-11-11 09:19:27,2024-11-11 09:19:27
78,1754,won,2023-06-27,15537.999582297763,2024-11-11 09:19:27,2024-11-11 09:19:27
79,3402,prospecting,2024-04-20,29245.617722087867,2024-11-11 09:19:27,2024-11-11 09:19:27
80,700,prospecting,2023-11-13,40976.02111191731,2024-11-11 09:19:27,2024-11-11 09:19:27
81,1860,prospecting,2023-08-10,47694.289596466406,2024-11-11 09:19:27,2024-11-11 09:19:27
82,2439,prospecting,2023-02-15,33667.39505246472,2024-11-11 09:19:27,2024-11-11 09:19:27
83,2696,prospecting,2022-11-30,5256.974768014384,2024-11-11 09:19:27,2024-11-11 09:19:27
84,991,negotiation,2023-03-02,11552.068701607088,2024-11-11 09:19:27,2024-11-11 09:19:27
85,699,won,2023-10-08,16875.9421789454,2024-11-11 09:19:27,2024-11-11 09:19:27
86,4746,prospecting,2023-09-25,29129.28099813965,2024-11-11 09:19:27,2024-11-11 09:19:27
87,736,negotiation,2023-05-15,42040.952612080015,2024-11-11 09:19:27,2024-11-11 09:19:27
88,4232,prospecting,2022-11-09,41387.96075693187,2024-11-11 09:19:27,2024-11-11 09:19:27
89,1664,prospecting,2024-05-03,1084.428647735485,2024-11-11 09:19:27,2024-11-11 09:19:27
90,1833,negotiation,2023-04-09,48665.0136158311,2024-11-11 09:19:27,2024-11-11 09:19:27
91,1652,won,2024-05-06,13930.78327952838,2024-11-11 09:19:27,2024-11-11 09:19:27
92,1126,prospecting,2023-10-05,49217.600140016606,2024-11-11 09:19:27,2024-11-11 09:19:27
93,1879,prospecting,2024-10-03,3893.478748777317,2024-11-11 09:19:27,2024-11-11 09:19:27
94,2404,negotiation,2024-10-04,23969.118528998035,2024-11-11 09:19:27,2024-11-11 09:19:27
95,3546,won,2024-01-06,18617.132238722086,2024-11-11 09:19:27,2024-11-11 09:19:27
96,1045,negotiation,2023-08-18,26367.78352375442,2024-11-11 09:19:27,2024-11-11 09:19:27
97,3384,prospecting,2024-06-21,38136.37050256272,2024-11-11 09:19:27,2024-11-11 09:19:27
98,379,won,2023-04-30,3692.680248272233,2024-11-11 09:19:27,2024-11-11 09:19:27
99,4608,won,2023-06-13,4720.220228417662,2024-11-11 09:19:27,2024-11-11 09:19:27
100,1475,negotiation,2024-08-17,22889.16889503809,2024-11-11 09:19:27,2024-11-11 09:19:27
101,4525,prospecting,2024-03-29,9526.046894285297,2024-11-11 09:19:27,2024-11-11 09:19:27
102,762,negotiation,2024-01-21,7960.212577723355,2024-11-11 09:19:27,2024-11-11 09:19:27
103,4929,won,2023-12-25,28190.603673008885,2024-11-11 09:19:27,2024-11-11 09:19:27
104,4597,prospecting,2023-06-13,12555.596818224414,2024-11-11 09:19:27,2024-11-11 09:19:27
105,2013,negotiation,2023-09-18,2859.926815949554,2024-11-11 09:19:27,2024-11-11 09:19:27
106,1766,negotiation,2023-06-15,40182.67419043088,2024-11-11 09:19:27,2024-11-11 09:19:27
107,2549,prospecting,2023-04-03,41123.84033104956,2024-11-11 09:19:27,2024-11-11 09:19:27
108,1611,prospecting,2023-07-11,16940.678080761503,2024-11-11 09:19:27,2024-11-11 09:19:27
109,1283,won,2023-11-22,3010.985060203635,2024-11-11 09:19:27,2024-11-11 09:19:27
110,856,negotiation,2023-02-07,23937.24835803232,2024-11-11 09:19:27,2024-11-11 09:19:27
111,2420,prospecting,2023-07-08,10428.747598293156,2024-11-11 09:19:27,2024-11-11 09:19:27
112,790,won,2023-04-06,49939.544725589774,2024-11-11 09:19:27,2024-11-11 09:19:27
113,195,won,2024-08-17,16527.941464292846,2024-11-11 09:19:27,2024-11-11 09:19:27
114,1880,won,2023-07-18,1354.9964450597336,2024-11-11 09:19:27,2024-11-11 09:19:27
115,4514,won,2023-05-27,41583.37556588452,2024-11-11 09:19:27,2024-11-11 09:19:27
116,1013,won,2023-05-15,36143.703776382354,2024-11-11 09:19:27,2024-11-11 09:19:27
117,2227,negotiation,2024-09-05,27505.247504296985,2024-11-11 09:19:27,2024-11-11 09:19:27
118,1061,negotiation,2023-10-08,22461.006283639545,2024-11-11 09:19:27,2024-11-11 09:19:27
119,4593,prospecting,2023-12-28,25117.242333808663,2024-11-11 09:19:27,2024-11-11 09:19:27
120,669,negotiation,2024-08-13,19151.151176044128,2024-11-11 09:19:27,2024-11-11 09:19:27
121,4833,prospecting,2023-11-30,31726.50917442327,2024-11-11 09:19:27,2024-11-11 09:19:27
122,3827,negotiation,2023-01-11,26974.066885262346,2024-11-11 09:19:27,2024-11-11 09:19:27
123,1923,negotiation,2023-12-08,20431.58011035276,2024-11-11 09:19:27,2024-11-11 09:19:27
124,1767,won,2024-08-09,43969.819730804375,2024-11-11 09:19:27,2024-11-11 09:19:27
125,4892,negotiation,2024-03-24,20585.25356107808,2024-11-11 09:19:27,2024-11-11 09:19:27
126,4649,won,2022-12-30,24356.222752667483,2024-11-11 09:19:27,2024-11-11 09:19:27
127,3927,negotiation,2023-08-17,46720.63860683447,2024-11-11 09:19:27,2024-11-11 09:19:27
128,3387,prospecting,2023-07-15,2693.8425855511305,2024-11-11 09:19:27,2024-11-11 09:19:27
129,3976,won,2023-10-10,32837.38069905482,2024-11-11 09:19:27,2024-11-11 09:19:27
130,1495,won,2024-01-16,9334.890198689684,2024-11-11 09:19:27,2024-11-11 09:19:27
131,1381,prospecting,2024-09-27,20754.727818154315,2024-11-11 09:19:27,2024-11-11 09:19:27
132,1826,prospecting,2023-08-23,32827.23611248168,2024-11-11 09:19:27,2024-11-11 09:19:27
133,4124,prospecting,2024-08-07,31110.0209928009,2024-11-11 09:19:27,2024-11-11 09:19:27
134,3049,negotiation,2023-12-06,24622.07566234046,2024-11-11 09:19:27,2024-11-11 09:19:27
135,2270,won,2023-11-12,45231.75862698711,2024-11-11 09:19:27,2024-11-11 09:19:27
136,3554,prospecting,2023-02-07,3822.706488090573,2024-11-11 09:19:27,2024-11-11 09:19:27
137,2757,won,2022-10-25,34117.092446660754,2024-11-11 09:19:27,2024-11-11 09:19:27
138,1596,negotiation,2024-04-06,27793.325134983366,2024-11-11 09:19:27,2024-11-11 09:19:27
139,2430,prospecting,2024-04-03,14987.688637793251,2024-11-11 09:19:27,2024-11-11 09:19:27
140,1477,won,2024-04-01,4996.931711434439,2024-11-11 09:19:27,2024-11-11 09:19:27
141,3757,negotiation,2023-01-31,15024.26265849118,2024-11-11 09:19:27,2024-11-11 09:19:27
142,4338,negotiation,2023-07-12,42689.01471542389,2024-11-11 09:19:27,2024-11-11 09:19:27
143,1910,prospecting,2023-12-09,33312.01225698709,2024-11-11 09:19:27,2024-11-11 09:19:27
144,1644,negotiation,2024-09-27,46672.35590339557,2024-11-11 09:19:27,2024-11-11 09:19:27
145,453,prospecting,2023-06-14,9069.867663010642,2024-11-11 09:19:27,2024-11-11 09:19:27
146,4429,negotiation,2024-09-23,13741.242889942529,2024-11-11 09:19:27,2024-11-11 09:19:27
147,790,negotiation,2024-08-27,44229.043780652566,2024-11-11 09:19:27,2024-11-11 09:19:27
148,4649,negotiation,2024-02-18,17551.168468712392,2024-11-11 09:19:27,2024-11-11 09:19:27
149,4386,won,2023-02-09,33868.177022608004,2024-11-11 09:19:27,2024-11-11 09:19:27
150,3932,won,2024-03-08,38861.69021406764,2024-11-11 09:19:27,2024-11-11 09:19:27
151,484,prospecting,2024-06-01,42738.432172990055,2024-11-11 09:19:27,2024-11-11 09:19:27
152,698,negotiation,2023-06-17,25281.40669817718,2024-11-11 09:19:27,2024-11-11 09:19:27
153,215,won,2023-12-04,36224.4045791288,2024-11-11 09:19:27,2024-11-11 09:19:27
154,3258,won,2024-07-29,16717.383292335384,2024-11-11 09:19:27,2024-11-11 09:19:27
155,2941,negotiation,2024-08-14,5464.317262679369,2024-11-11 09:19:27,2024-11-11 09:19:27
156,155,prospecting,2022-11-02,29197.18396544086,2024-11-11 09:19:27,2024-11-11 09:19:27
157,453,negotiation,2023-12-07,40203.28700347935,2024-11-11 09:19:27,2024-11-11 09:19:27
158,3037,won,2024-10-07,31414.31140528864,2024-11-11 09:19:27,2024-11-11 09:19:27
159,2842,prospecting,2024-01-20,47132.050352735445,2024-11-11 09:19:27,2024-11-11 09:19:27
160,2687,prospecting,2024-03-11,9893.57730414452,2024-11-11 09:19:27,2024-11-11 09:19:27
161,2296,won,2024-07-17,42922.99073820739,2024-11-11 09:19:27,2024-11-11 09:19:27
162,2753,prospecting,2024-08-08,8066.354912236422,2024-11-11 09:19:27,2024-11-11 09:19:27
163,4687,prospecting,2024-06-03,33358.85940820469,2024-11-11 09:19:27,2024-11-11 09:19:27
164,403,prospecting,2023-12-12,39395.80838165573,2024-11-11 09:19:27,2024-11-11 09:19:27
165,374,won,2022-11-15,45020.86740225151,2024-11-11 09:19:27,2024-11-11 09:19:27
166,2671,prospecting,2023-11-05,35554.315986086345,2024-11-11 09:19:27,2024-11-11 09:19:27
167,1741,prospecting,2024-03-18,41674.57130223628,2024-11-11 09:19:27,2024-11-11 09:19:27
168,3429,negotiation,2024-02-10,9967.015174721388,2024-11-11 09:19:27,2024-11-11 09:19:27
169,4248,prospecting,2024-08-12,6392.564708129702,2024-11-11 09:19:27,2024-11-11 09:19:27
170,4112,negotiation,2024-09-04,43707.96582105843,2024-11-11 09:19:27,2024-11-11 09:19:27
171,4541,won,2024-04-24,33012.89350416708,2024-11-11 09:19:27,2024-11-11 09:19:27
172,244,negotiation,2024-06-23,14375.081132924288,2024-11-11 09:19:27,2024-11-11 09:19:27
173,3431,negotiation,2022-11-02,4436.17582110416,2024-11-11 09:19:27,2024-11-11 09:19:27
174,3331,won,2024-03-08,47077.96705830855,2024-11-11 09:19:27,2024-11-11 09:19:27
175,3365,negotiation,2024-07-28,14815.86706734402,2024-11-11 09:19:27,2024-11-11 09:19:27
176,3834,won,2024-01-13,41673.354394947935,2024-11-11 09:19:27,2024-11-11 09:19:27
177,4232,negotiation,2023-11-04,6192.83731347806,2024-11-11 09:19:27,2024-11-11 09:19:27
178,1146,won,2023-04-27,26302.209352411828,2024-11-11 09:19:27,2024-11-11 09:19:27
179,3433,prospecting,2023-06-15,25152.18302553652,2024-11-11 09:19:27,2024-11-11 09:19:27
180,4527,negotiation,2023-03-10,20199.53764558908,2024-11-11 09:19:27,2024-11-11 09:19:27
181,3486,won,2023-02-20,18668.97505561525,2024-11-11 09:19:27,2024-11-11 09:19:27
182,2952,negotiation,2024-03-17,29195.37954664163,2024-11-11 09:19:27,2024-11-11 09:19:27
183,4371,won,2023-11-18,15452.101193459175,2024-11-11 09:19:27,2024-11-11 09:19:27
184,1832,negotiation,2023-11-03,45999.51309405114,2024-11-11 09:19:27,2024-11-11 09:19:27
185,1731,negotiation,2024-03-25,35841.88942234666,2024-11-11 09:19:27,2024-11-11 09:19:27
186,4275,negotiation,2023-02-16,27716.881342743425,2024-11-11 09:19:27,2024-11-11 09:19:27
187,1811,prospecting,2024-05-21,9014.812955501133,2024-11-11 09:19:27,2024-11-11 09:19:27
188,2634,prospecting,2024-01-14,16784.073037238526,2024-11-11 09:19:27,2024-11-11 09:19:27
189,1821,negotiation,2024-07-24,40606.09441021666,2024-11-11 09:19:27,2024-11-11 09:19:27
190,1929,won,2024-08-12,3658.0752272440855,2024-11-11 09:19:27,2024-11-11 09:19:27
191,4978,negotiation,2024-03-30,8868.11207285304,2024-11-11 09:19:27,2024-11-11 09:19:27
192,123,prospecting,2023-08-08,24147.44842798843,2024-11-11 09:19:27,2024-11-11 09:19:27
193,904,negotiation,2023-12-08,30971.903387693263,2024-11-11 09:19:27,2024-11-11 09:19:27
194,1775,won,2024-02-13,35302.455185860344,2024-11-11 09:19:27,2024-11-11 09:19:27
195,3222,negotiation,2024-02-07,18863.874037892976,2024-11-11 09:19:27,2024-11-11 09:19:27
196,57,won,2023-01-11,37043.158581089614,2024-11-11 09:19:27,2024-11-11 09:19:27
197,446,prospecting,2023-06-22,21284.724035818144,2024-11-11 09:19:27,2024-11-11 09:19:27
198,3320,negotiation,2024-06-02,23042.63048690421,2024-11-11 09:19:27,2024-11-11 09:19:27
199,2373,prospecting,2023-07-19,11740.43052749938,2024-11-11 09:19:27,2024-11-11 09:19:27
200,1244,prospecting,2024-03-26,41693.75611611939,2024-11-11 09:19:27,2024-11-11 09:19:27
201,3260,prospecting,2024-02-26,35257.156911998754,2024-11-11 09:19:27,2024-11-11 09:19:27
202,2430,negotiation,2024-02-29,48579.32650732335,2024-11-11 09:19:27,2024-11-11 09:19:27
203,3015,prospecting,2023-02-15,23329.79257610333,2024-11-11 09:19:27,2024-11-11 09:19:27
204,1919,prospecting,2024-03-19,13649.149285730851,2024-11-11 09:19:27,2024-11-11 09:19:27
205,381,negotiation,2023-07-05,27556.93910241568,2024-11-11 09:19:27,2024-11-11 09:19:27
206,336,prospecting,2024-06-28,44127.15544994362,2024-11-11 09:19:27,2024-11-11 09:19:27
207,64,prospecting,2024-05-11,9357.970932302367,2024-11-11 09:19:27,2024-11-11 09:19:27
208,1353,won,2023-03-04,29038.32741984892,2024-11-11 09:19:27,2024-11-11 09:19:27
209,1203,prospecting,2023-06-08,15235.975158999616,2024-11-11 09:19:27,2024-11-11 09:19:27
210,1565,won,2023-05-25,24568.464662323626,2024-11-11 09:19:27,2024-11-11 09:19:27
211,2822,prospecting,2024-07-12,5732.883817069689,2024-11-11 09:19:27,2024-11-11 09:19:27
212,3604,won,2023-07-09,31408.4300503524,2024-11-11 09:19:27,2024-11-11 09:19:27
213,3588,won,2024-06-23,4573.355717064263,2024-11-11 09:19:27,2024-11-11 09:19:27
214,1616,prospecting,2023-12-11,24888.72322940082,2024-11-11 09:19:27,2024-11-11 09:19:27
215,2755,negotiation,2023-08-28,40376.69594963827,2024-11-11 09:19:27,2024-11-11 09:19:27
216,1126,prospecting,2022-11-01,23777.69617634064,2024-11-11 09:19:27,2024-11-11 09:19:27
217,196,prospecting,2023-08-08,30732.45386510853,2024-11-11 09:19:27,2024-11-11 09:19:27
218,2867,prospecting,2024-08-26,41830.00015016175,2024-11-11 09:19:27,2024-11-11 09:19:27
219,3771,won,2023-10-19,22570.394157036462,2024-11-11 09:19:27,2024-11-11 09:19:27
220,1799,won,2024-06-15,22900.55320971924,2024-11-11 09:19:27,2024-11-11 09:19:27
221,3195,prospecting,2023-09-26,8792.460583563476,2024-11-11 09:19:27,2024-11-11 09:19:27
222,1367,won,2023-05-31,35887.39785914289,2024-11-11 09:19:27,2024-11-11 09:19:27
223,4624,prospecting,2024-07-13,21380.700416414245,2024-11-11 09:19:27,2024-11-11 09:19:27
224,3364,negotiation,2023-05-30,22182.65527355326,2024-11-11 09:19:27,2024-11-11 09:19:27
225,1819,won,2023-04-11,27389.15689058369,2024-11-11 09:19:27,2024-11-11 09:19:27
226,3129,negotiation,2023-08-26,19042.725525850765,2024-11-11 09:19:27,2024-11-11 09:19:27
227,378,negotiation,2024-07-10,24650.77545785899,2024-11-11 09:19:27,2024-11-11 09:19:27
228,4649,won,2024-07-27,32883.63754418648,2024-11-11 09:19:27,2024-11-11 09:19:27
229,1513,won,2023-06-21,13741.745197925638,2024-11-11 09:19:27,2024-11-11 09:19:27
230,127,prospecting,2024-04-05,22076.270487888927,2024-11-11 09:19:27,2024-11-11 09:19:27
231,3745,won,2023-08-22,44662.35667274053,2024-11-11 09:19:27,2024-11-11 09:19:27
232,3807,negotiation,2023-05-21,12701.222418265716,2024-11-11 09:19:27,2024-11-11 09:19:27
233,1275,won,2024-05-02,34281.88548119168,2024-11-11 09:19:27,2024-11-11 09:19:27
234,3723,negotiation,2024-05-18,16612.678102762562,2024-11-11 09:19:27,2024-11-11 09:19:27
235,3960,negotiation,2023-09-19,35518.869392336186,2024-11-11 09:19:27,2024-11-11 09:19:27
236,3720,prospecting,2024-02-09,18864.249185987825,2024-11-11 09:19:27,2024-11-11 09:19:27
237,4271,won,2024-05-19,31302.171668093422,2024-11-11 09:19:27,2024-11-11 09:19:27
238,589,negotiation,2023-11-06,11168.972074731024,2024-11-11 09:19:27,2024-11-11 09:19:27
239,1203,negotiation,2024-08-30,34316.396277196,2024-11-11 09:19:27,2024-11-11 09:19:27
240,4495,negotiation,2024-09-15,12799.089699455506,2024-11-11 09:19:27,2024-11-11 09:19:27
241,654,negotiation,2024-02-05,44352.33534072578,2024-11-11 09:19:27,2024-11-11 09:19:27
242,3798,won,2023-08-08,26630.079184955208,2024-11-11 09:19:27,2024-11-11 09:19:27
243,2661,prospecting,2022-11-07,18249.57418180345,2024-11-11 09:19:27,2024-11-11 09:19:27
244,630,prospecting,2023-05-05,47556.49074188376,2024-11-11 09:19:27,2024-11-11 09:19:27
245,1016,negotiation,2024-07-15,1095.18842160107,2024-11-11 09:19:27,2024-11-11 09:19:27
246,2574,won,2023-03-21,11464.38482864371,2024-11-11 09:19:27,2024-11-11 09:19:27
247,200,negotiation,2023-09-12,38738.97389937261,2024-11-11 09:19:27,2024-11-11 09:19:27
248,864,negotiation,2023-09-22,49918.292020541216,2024-11-11 09:19:27,2024-11-11 09:19:27
249,4864,prospecting,2024-07-17,49740.60156165481,2024-11-11 09:19:27,2024-11-11 09:19:27
250,2230,negotiation,2022-12-06,40900.299659682096,2024-11-11 09:19:27,2024-11-11 09:19:27
251,3631,prospecting,2023-09-08,26340.43796153025,2024-11-11 09:19:27,2024-11-11 09:19:27
252,3249,negotiation,2024-04-04,31195.70490950848,2024-11-11 09:19:27,2024-11-11 09:19:27
253,2139,won,2023-05-13,20562.03619943533,2024-11-11 09:19:27,2024-11-11 09:19:27
254,973,negotiation,2023-04-23,25482.77366192409,2024-11-11 09:19:27,2024-11-11 09:19:27
255,1673,won,2024-05-27,42177.31151536554,2024-11-11 09:19:27,2024-11-11 09:19:27
256,2417,won,2024-03-04,35579.46970521976,2024-11-11 09:19:27,2024-11-11 09:19:27
257,4229,prospecting,2023-04-20,37357.13165810745,2024-11-11 09:19:27,2024-11-11 09:19:27
258,3730,prospecting,2023-01-11,21858.014700348147,2024-11-11 09:19:27,2024-11-11 09:19:27
259,1945,won,2023-11-15,46611.47276807725,2024-11-11 09:19:27,2024-11-11 09:19:27
260,2456,prospecting,2023-06-11,20781.86931115776,2024-11-11 09:19:27,2024-11-11 09:19:27
261,3440,prospecting,2024-04-06,46581.456476207146,2024-11-11 09:19:27,2024-11-11 09:19:27
262,304,negotiation,2023-02-27,29135.69058100347,2024-11-11 09:19:27,2024-11-11 09:19:27
263,4142,negotiation,2024-01-29,47723.01982095734,2024-11-11 09:19:27,2024-11-11 09:19:27
264,3062,won,2023-04-07,41617.28950472456,2024-11-11 09:19:27,2024-11-11 09:19:27
265,4246,prospecting,2023-05-20,27585.92663703149,2024-11-11 09:19:27,2024-11-11 09:19:27
266,4768,won,2023-08-10,36375.98718537368,2024-11-11 09:19:27,2024-11-11 09:19:27
267,410,won,2023-07-23,7750.37809696396,2024-11-11 09:19:27,2024-11-11 09:19:27
268,1519,negotiation,2023-07-18,16137.557575246414,2024-11-11 09:19:27,2024-11-11 09:19:27
269,2447,won,2023-02-19,16652.6061000653,2024-11-11 09:19:27,2024-11-11 09:19:27
270,4914,won,2023-06-13,8564.515009463981,2024-11-11 09:19:27,2024-11-11 09:19:27
271,2131,negotiation,2022-11-09,40196.07099238014,2024-11-11 09:19:27,2024-11-11 09:19:27
272,4378,negotiation,2023-09-21,20719.059941553176,2024-11-11 09:19:27,2024-11-11 09:19:27
273,2942,prospecting,2023-02-04,4987.39316294947,2024-11-11 09:19:27,2024-11-11 09:19:27
274,1332,negotiation,2023-11-25,44082.28045133474,2024-11-11 09:19:27,2024-11-11 09:19:27
275,1692,prospecting,2022-10-22,5464.222319642992,2024-11-11 09:19:27,2024-11-11 09:19:27
276,4045,prospecting,2023-06-10,27490.5644865876,2024-11-11 09:19:27,2024-11-11 09:19:27
277,1379,negotiation,2023-02-03,2547.451504484325,2024-11-11 09:19:27,2024-11-11 09:19:27
278,744,prospecting,2024-06-02,46978.705885742645,2024-11-11 09:19:27,2024-11-11 09:19:27
