OpportunityID,CustomerID,OpportunityStage,CloseDate,ExpectedRevenue
75,4030,won,2022-11-10,39927.82210298518
76,4058,prospecting,2023-12-14,16312.283309116165
77,933,won,2022-12-31,14539.923236200324
78,1754,won,2023-06-27,15537.999582297763
79,3402,prospecting,2024-04-20,29245.617722087867
80,700,prospecting,2023-11-13,40976.02111191731
81,1860,prospecting,2023-08-10,47694.289596466406
82,2439,prospecting,2023-02-15,33667.39505246472
83,2696,prospecting,2022-11-30,5256.974768014384
84,991,negotiation,2023-03-02,11552.068701607088
85,699,won,2023-10-08,16875.9421789454
86,4746,prospecting,2023-09-25,29129.28099813965
87,736,negotiation,2023-05-15,42040.952612080015
88,4232,prospecting,2022-11-09,41387.96075693187
89,1664,prospecting,2024-05-03,1084.4286477354847
90,1833,negotiation,2023-04-09,48665.0136158311
91,1652,won,2024-05-06,13930.78327952838
92,1126,prospecting,2023-10-05,49217.600140016606
93,1879,prospecting,2024-10-03,3893.4787487773174
94,2404,negotiation,2024-10-04,23969.118528998035
95,3546,won,2024-01-06,18617.132238722086
96,1045,negotiation,2023-08-18,26367.78352375442
97,3384,prospecting,2024-06-21,38136.37050256272
98,379,won,2023-04-30,3692.6802482722333
99,4608,won,2023-06-13,4720.220228417662
100,1475,negotiation,2024-08-17,22889.16889503809
101,4525,prospecting,2024-03-29,9526.046894285297
102,762,negotiation,2024-01-21,7960.212577723355
103,4929,won,2023-12-25,28190.603673008885
104,4597,prospecting,2023-06-13,12555.596818224414
105,2013,negotiation,2023-09-18,2859.926815949554
106,1766,negotiation,2023-06-15,40182.67419043088
107,2549,prospecting,2023-04-03,41123.840331049556
108,1611,prospecting,2023-07-11,16940.678080761503
109,1283,won,2023-11-22,3010.985060203635
110,856,negotiation,2023-02-07,23937.24835803232
111,2420,prospecting,2023-07-08,10428.747598293156
112,790,won,2023-04-06,49939.544725589774
113,195,won,2024-08-17,16527.941464292846
114,1880,won,2023-07-18,1354.9964450597336
115,4514,won,2023-05-27,41583.37556588452
116,1013,won,2023-05-15,36143.703776382354
117,2227,negotiation,2024-09-05,27505.247504296985
118,1061,negotiation,2023-10-08,22461.006283639545
119,4593,prospecting,2023-12-28,25117.242333808666
120,669,negotiation,2024-08-13,19151.151176044128
121,4833,prospecting,2023-11-30,31726.50917442327
122,3827,negotiation,2023-01-11,26974.066885262342
123,1923,negotiation,2023-12-08,20431.58011035276
124,1767,won,2024-08-09,43969.819730804375
125,4892,negotiation,2024-03-24,20585.25356107808
126,4649,won,2022-12-30,24356.222752667483
127,3927,negotiation,2023-08-17,46720.63860683447
128,3387,prospecting,2023-07-15,2693.8425855511305
129,3976,won,2023-10-10,32837.38069905482
130,1495,won,2024-01-16,9334.890198689684
131,1381,prospecting,2024-09-27,20754.727818154315
132,1826,prospecting,2023-08-23,32827.23611248168
133,4124,prospecting,2024-08-07,31110.0209928009
134,3049,negotiation,2023-12-06,24622.07566234046
135,2270,won,2023-11-12,45231.75862698711
136,3554,prospecting,2023-02-07,3822.706488090573
137,2757,won,2022-10-25,34117.092446660754
138,1596,negotiation,2024-04-06,27793.325134983366
139,2430,prospecting,2024-04-03,14987.688637793251
140,1477,won,2024-04-01,4996.931711434439
141,3757,negotiation,2023-01-31,15024.26265849118
142,4338,negotiation,2023-07-12,42689.01471542389
143,1910,prospecting,2023-12-09,33312.01225698709
144,1644,negotiation,2024-09-27,46672.35590339557
145,453,prospecting,2023-06-14,9069.867663010642
146,4429,negotiation,2024-09-23,13741.242889942529
147,790,negotiation,2024-08-27,44229.043780652566
148,4649,negotiation,2024-02-18,17551.168468712392
149,4386,won,2023-02-09,33868.177022608004
150,3932,won,2024-03-08,38861.69021406764
151,484,prospecting,2024-06-01,42738.432172990055
152,698,negotiation,2023-06-17,25281.40669817718
153,215,won,2023-12-04,36224.4045791288
154,3258,won,2024-07-29,16717.383292335384
155,2941,negotiation,2024-08-14,5464.317262679369
156,155,prospecting,2022-11-02,29197.18396544086
157,453,negotiation,2023-12-07,40203.287003479345
158,3037,won,2024-10-07,31414.311405288638
159,2842,prospecting,2024-01-20,47132.050352735445
160,2687,prospecting,2024-03-11,9893.57730414452
161,2296,won,2024-07-17,42922.99073820739
162,2753,prospecting,2024-08-08,8066.354912236422
163,4687,prospecting,2024-06-03,33358.85940820469
164,403,prospecting,2023-12-12,39395.808381655734
165,374,won,2022-11-15,45020.86740225151
166,2671,prospecting,2023-11-05,35554.315986086345
167,1741,prospecting,2024-03-18,41674.571302236276
168,3429,negotiation,2024-02-10,9967.015174721388
169,4248,prospecting,2024-08-12,6392.564708129702
170,4112,negotiation,2024-09-04,43707.96582105843
171,4541,won,2024-04-24,33012.89350416708
172,244,negotiation,2024-06-23,14375.081132924288
173,3431,negotiation,2022-11-02,4436.17582110416
174,3331,won,2024-03-08,47077.96705830855
175,3365,negotiation,2024-07-28,14815.86706734402
176,3834,won,2024-01-13,41673.354394947935
177,4232,negotiation,2023-11-04,6192.83731347806
178,1146,won,2023-04-27,26302.209352411828
179,3433,prospecting,2023-06-15,25152.183025536513
180,4527,negotiation,2023-03-10,20199.537645589076
181,3486,won,2023-02-20,18668.975055615254
182,2952,negotiation,2024-03-17,29195.37954664163
183,4371,won,2023-11-18,15452.101193459175
184,1832,negotiation,2023-11-03,45999.51309405114
185,1731,negotiation,2024-03-25,35841.88942234666
186,4275,negotiation,2023-02-16,27716.881342743425
187,1811,prospecting,2024-05-21,9014.812955501133
188,2634,prospecting,2024-01-14,16784.073037238526
189,1821,negotiation,2024-07-24,40606.09441021666
190,1929,won,2024-08-12,3658.0752272440855
191,4978,negotiation,2024-03-30,8868.11207285304
192,123,prospecting,2023-08-08,24147.44842798843
193,904,negotiation,2023-12-08,30971.903387693263
194,1775,won,2024-02-13,35302.455185860344
195,3222,negotiation,2024-02-07,18863.874037892976
196,57,won,2023-01-11,37043.158581089614
197,446,prospecting,2023-06-22,21284.724035818144
198,3320,negotiation,2024-06-02,23042.630486904218
199,2373,prospecting,2023-07-19,11740.43052749938
200,1244,prospecting,2024-03-26,41693.75611611939
201,3260,prospecting,2024-02-26,35257.156911998754
202,2430,negotiation,2024-02-29,48579.32650732335
203,3015,prospecting,2023-02-15,23329.792576103326
204,1919,prospecting,2024-03-19,13649.149285730853
205,381,negotiation,2023-07-05,27556.93910241568
206,336,prospecting,2024-06-28,44127.155449943624
207,64,prospecting,2024-05-11,9357.970932302369
208,1353,won,2023-03-04,29038.32741984892
209,1203,prospecting,2023-06-08,15235.975158999616
210,1565,won,2023-05-25,24568.464662323626
211,2822,prospecting,2024-07-12,5732.883817069689
212,3604,won,2023-07-09,31408.4300503524
213,3588,won,2024-06-23,4573.3557170642625
214,1616,prospecting,2023-12-11,24888.72322940082
215,2755,negotiation,2023-08-28,40376.69594963827
216,1126,prospecting,2022-11-01,23777.696176340636
217,196,prospecting,2023-08-08,30732.453865108535
218,2867,prospecting,2024-08-26,41830.00015016175
219,3771,won,2023-10-19,22570.394157036466
220,1799,won,2024-06-15,22900.553209719237
221,3195,prospecting,2023-09-26,8792.460583563476
222,1367,won,2023-05-31,35887.39785914289
223,4624,prospecting,2024-07-13,21380.700416414245
224,3364,negotiation,2023-05-30,22182.65527355326
225,1819,won,2023-04-11,27389.156890583694
226,3129,negotiation,2023-08-26,19042.725525850765
227,378,negotiation,2024-07-10,24650.77545785899
228,4649,won,2024-07-27,32883.63754418648
229,1513,won,2023-06-21,13741.745197925638
230,127,prospecting,2024-04-05,22076.270487888927
231,3745,won,2023-08-22,44662.35667274053
232,3807,negotiation,2023-05-21,12701.222418265716
233,1275,won,2024-05-02,34281.88548119168
234,3723,negotiation,2024-05-18,16612.678102762562
235,3960,negotiation,2023-09-19,35518.869392336186
236,3720,prospecting,2024-02-09,18864.249185987825
237,4271,won,2024-05-19,31302.171668093426
238,589,negotiation,2023-11-06,11168.972074731024
239,1203,negotiation,2024-08-30,34316.396277196
240,4495,negotiation,2024-09-15,12799.089699455506
241,654,negotiation,2024-02-05,44352.33534072578
242,3798,won,2023-08-08,26630.079184955208
243,2661,prospecting,2022-11-07,18249.574181803455
244,630,prospecting,2023-05-05,47556.490741883754
245,1016,negotiation,2024-07-15,1095.18842160107
246,2574,won,2023-03-21,11464.38482864371
247,200,negotiation,2023-09-12,38738.97389937261
248,864,negotiation,2023-09-22,49918.292020541216
249,4864,prospecting,2024-07-17,49740.60156165481
250,2230,negotiation,2022-12-06,40900.299659682096
251,3631,prospecting,2023-09-08,26340.43796153025
252,3249,negotiation,2024-04-04,31195.704909508477
253,2139,won,2023-05-13,20562.036199435326
254,973,negotiation,2023-04-23,25482.773661924086
255,1673,won,2024-05-27,42177.31151536554
256,2417,won,2024-03-04,35579.46970521976
257,4229,prospecting,2023-04-20,37357.13165810745
258,3730,prospecting,2023-01-11,21858.014700348147
259,1945,won,2023-11-15,46611.47276807725
260,2456,prospecting,2023-06-11,20781.86931115776
261,3440,prospecting,2024-04-06,46581.456476207146
262,304,negotiation,2023-02-27,29135.69058100347
263,4142,negotiation,2024-01-29,47723.01982095734
264,3062,won,2023-04-07,41617.289504724555
265,4246,prospecting,2023-05-20,27585.926637031494
266,4768,won,2023-08-10,36375.98718537368
267,410,won,2023-07-23,7750.37809696396
268,1519,negotiation,2023-07-18,16137.557575246414
269,2447,won,2023-02-19,16652.6061000653
270,4914,won,2023-06-13,8564.515009463981
271,2131,negotiation,2022-11-09,40196.07099238014
272,4378,negotiation,2023-09-21,20719.059941553176
273,2942,prospecting,2023-02-04,4987.39316294947
274,1332,negotiation,2023-11-25,44082.28045133474
275,1692,prospecting,2022-10-22,5464.222319642992
276,4045,prospecting,2023-06-10,27490.564486587602
277,1379,negotiation,2023-02-03,2547.451504484325
278,744,prospecting,2024-06-02,46978.705885742645
279,4380,prospecting,2024-09-23,25307.367079126958
280,4748,won,2023-06-30,23721.607408154417
281,1042,negotiation,2024-02-13,32732.27904396584
282,4193,prospecting,2022-11-29,2136.8132303499897
283,2108,negotiation,2022-11-06,19429.591467607715
284,719,negotiation,2023-07-28,44633.77644296017
285,4885,won,2024-06-29,21356.135000402734
286,2292,won,2022-10-23,32024.315723669904
287,2128,prospecting,2024-09-30,14236.357789381063
288,828,negotiation,2024-07-21,34243.70225997719
289,3025,prospecting,2023-01-02,3606.2358070724513
290,997,negotiation,2024-01-10,47241.38893284899
291,4718,won,2023-08-31,49806.42556197292
292,1018,negotiation,2024-07-10,17389.056299341137
293,3876,negotiation,2024-02-24,2348.9559716388094
294,1325,negotiation,2023-09-24,27670.975116091086
295,923,negotiation,2023-12-09,27748.21743519137
296,2630,prospecting,2023-01-14,28795.634371968703
297,4868,prospecting,2023-06-02,29188.91603684802
298,605,won,2024-03-07,36719.95000475981
299,1037,won,2023-07-18,31683.334997443217
300,3512,negotiation,2023-09-27,33299.59397963857
301,4263,negotiation,2024-07-31,16403.71647677323
302,4747,prospecting,2024-02-27,22659.07465369707
303,2952,negotiation,2024-10-05,45422.681267905085
304,3870,won,2024-07-23,47599.984811099755
305,3465,prospecting,2024-09-17,27480.890406692153
306,260,negotiation,2023-12-24,7445.042113945827
307,3485,won,2024-01-18,17810.49331525952
308,4147,won,2023-04-28,5608.017349924738
309,4653,negotiation,2023-01-18,22084.451629526044
310,1168,prospecting,2024-05-18,44288.85269160578
311,768,negotiation,2024-07-18,9186.20024308755
312,3873,won,2024-01-04,9969.617030319618
313,165,won,2024-05-28,11474.292342213892
314,1577,won,2022-10-25,47538.333049401124
315,4451,prospecting,2023-04-21,13044.508237193864
316,2055,negotiation,2023-08-13,7273.565289486222
317,1385,won,2024-10-15,43280.00305697157
318,2148,negotiation,2023-02-28,17009.078026695704
319,2165,won,2024-06-07,28090.859590598287
320,1536,won,2024-05-18,20431.251507219356
321,1380,negotiation,2024-01-18,20125.986038237457
322,3019,prospecting,2023-06-27,21471.090790176215
323,4180,negotiation,2024-07-31,47294.316921904516
324,472,negotiation,2024-02-10,46596.93044906833
325,2294,negotiation,2023-05-08,13101.957440046443
326,1749,negotiation,2024-08-26,37074.7983143982
327,4817,negotiation,2023-05-06,44790.90424924132
328,2968,negotiation,2022-11-24,37445.23380141588
329,1387,won,2023-07-17,7982.480784651727
330,2784,negotiation,2024-08-22,2454.235118931513
331,423,prospecting,2023-11-21,48811.28817052597
332,863,negotiation,2023-02-07,40260.959430761475
333,1858,prospecting,2023-04-05,43018.42153246156
334,2523,prospecting,2023-02-04,20322.15808821246
335,4347,won,2023-11-14,46575.03542988026
336,652,negotiation,2024-05-04,31221.809693113053
337,1342,prospecting,2024-02-14,27070.190296559274
338,1228,won,2023-05-23,25365.105739473624
339,1139,negotiation,2023-03-12,29255.59549050115
340,1915,negotiation,2024-01-02,20995.760330737226
341,2944,prospecting,2022-11-05,37582.51934413708
342,228,won,2024-02-21,44383.107193981
343,4322,prospecting,2023-09-24,44597.24401937396
344,3513,won,2024-03-31,16702.643278456977
345,709,negotiation,2024-09-24,45875.63887902148
346,2205,prospecting,2024-06-06,3336.7801762481363
347,2310,prospecting,2023-10-01,6604.84707310679
348,4593,prospecting,2023-03-31,1371.3753545590353
349,4076,negotiation,2024-02-24,10990.931728832991
350,907,won,2024-04-12,40088.56963611434
351,4999,won,2024-03-14,25312.15987582595
352,1956,prospecting,2024-03-07,37320.59903210653
353,3382,won,2023-07-12,44823.69574053328
354,4344,won,2024-01-24,48514.41269147469
355,3121,prospecting,2024-03-21,34740.33995901007
356,4130,prospecting,2024-02-16,45835.29751497671
357,702,negotiation,2023-11-04,13952.430600423755
358,4532,prospecting,2023-01-04,15007.2652542361
359,1716,won,2023-05-30,28853.55325303829
360,1167,won,2023-10-22,30348.783620412556
361,4893,prospecting,2024-06-16,26730.447342989297
362,814,negotiation,2023-03-05,21900.982059338112
363,961,won,2024-03-08,12274.499595212574
364,4707,negotiation,2024-02-29,25949.012886299326
365,2053,prospecting,2023-12-25,19252.162308001974
366,4224,negotiation,2023-06-26,29363.131602836453
367,2367,prospecting,2024-07-09,13316.742374368452
368,2269,prospecting,2024-10-07,32889.03455829332
369,2071,prospecting,2024-05-17,13489.97362850369
370,1527,won,2023-03-24,32628.809982778854
371,2336,prospecting,2023-10-09,6861.417176425068
372,1729,prospecting,2023-12-22,15583.209728055526
373,4126,prospecting,2024-01-10,10871.49518395078
374,3303,prospecting,2023-04-28,14381.831975788518
375,1755,negotiation,2024-07-02,45330.84837142957
376,3476,negotiation,2024-04-05,2774.0790172646566
377,4914,prospecting,2023-07-24,8851.715998644511
378,3746,won,2024-09-27,29735.44490295924
379,3008,won,2024-07-25,1873.6325188706533
380,825,negotiation,2023-11-02,45853.469114475505
381,1812,prospecting,2024-09-28,5366.650805722024
382,3266,won,2023-12-11,21211.031069624834
383,4162,negotiation,2022-11-25,48188.11399830107
384,2671,prospecting,2024-07-18,18346.475529616855
385,3902,negotiation,2024-05-03,48051.43998510549
386,1359,won,2024-01-06,28465.287832010225
387,3050,prospecting,2024-06-06,30923.637166555523
388,4447,negotiation,2023-04-30,41982.43012871983
389,571,won,2023-10-08,15934.158545717943
390,4166,won,2024-01-29,3783.0598673371633
391,3875,won,2023-09-23,32477.6846284327
392,2127,won,2024-04-04,24876.718932388085
393,3254,won,2024-04-07,23123.159477447785
394,4252,won,2024-07-07,12776.984727410838
395,3626,won,2023-05-03,10299.179437410046
396,4577,won,2024-05-14,20308.074731467557
397,2922,won,2024-06-25,20169.029029503665
398,3135,prospecting,2024-10-03,16245.599012631981
399,1748,won,2023-10-29,13741.057262339069
400,1856,negotiation,2024-01-21,10207.965382389257
401,4119,negotiation,2023-02-28,36521.16294627296
402,4010,won,2024-04-29,9727.381714067364
403,560,negotiation,2023-01-07,13045.877966261549
404,3310,won,2023-10-12,16590.771402499868
405,4489,negotiation,2024-01-18,45145.45683263846
406,2311,prospecting,2023-09-26,7423.600368014327
407,3422,negotiation,2023-05-08,32321.09622468108
408,1556,prospecting,2022-10-31,33197.13710055011
409,326,prospecting,2023-08-06,44751.59960236624
410,3308,prospecting,2023-04-24,34698.177514981646
411,872,negotiation,2023-05-30,39330.70289132841
412,3937,negotiation,2022-11-09,14426.529574201544
413,2920,negotiation,2023-04-14,32241.634639980544
414,532,won,2023-01-02,21496.334476215277
415,3448,negotiation,2023-07-23,41749.10302753494
416,1747,won,2023-06-15,10559.879257021508
417,4567,negotiation,2022-11-26,36665.942750995746
418,2652,prospecting,2024-05-29,16878.117396953865
419,2984,prospecting,2023-08-15,32629.766586951668
420,3693,negotiation,2024-04-29,3045.086240785134
421,2111,won,2023-10-31,48272.24210553138
422,2397,prospecting,2023-06-23,27559.421845768848
423,3329,prospecting,2024-08-28,34642.29946733021
424,3544,negotiation,2023-10-19,44876.01158063462
425,1687,won,2023-05-20,38687.60720440413
426,4847,won,2024-04-21,25108.072300568776
427,3793,won,2024-06-29,38361.55768009875
428,4228,prospecting,2023-12-09,15311.82665306376
429,715,negotiation,2024-07-22,34300.29006025654
430,4515,prospecting,2023-10-04,23877.76927739863
431,4030,prospecting,2023-08-17,23071.850867923815
432,673,prospecting,2024-09-10,24605.862086525416
433,246,negotiation,2024-03-15,16689.321944818344
434,1394,prospecting,2023-09-24,28088.54241595693
435,947,prospecting,2022-11-22,48618.998999993426
436,520,prospecting,2023-08-07,7366.045700269277
437,2826,won,2024-09-26,3648.2955995558136
438,2493,negotiation,2024-02-05,43075.11054541396
439,2343,prospecting,2023-11-13,47411.22215333206
440,1737,prospecting,2024-04-26,11267.591960370914
441,3038,negotiation,2023-12-11,40036.5499966376
442,1318,won,2023-06-10,27204.99265529872
443,3477,negotiation,2022-11-22,9233.956764254392
444,2306,won,2023-07-04,6092.808655844608
445,3457,negotiation,2022-12-25,30584.43254920663
446,3639,prospecting,2023-05-02,31542.74660734936
447,4352,prospecting,2023-03-17,29606.6276768029
448,3655,won,2024-09-30,34646.98460012986
449,63,won,2022-12-27,11939.273867666448
450,1201,negotiation,2023-05-23,43340.47770052847
451,1228,prospecting,2023-11-09,32665.124132357018
452,1873,prospecting,2024-10-21,15578.047549672985
453,968,prospecting,2024-06-06,41544.830758630924
454,3305,negotiation,2023-11-03,24269.998349956688
455,4680,negotiation,2024-03-29,44826.12944263513
456,2248,won,2023-02-11,2854.993078118733
457,4796,prospecting,2023-11-16,20865.53113421631
458,4585,won,2024-05-09,12053.422354877574
459,2466,won,2024-06-19,47707.16541271068
460,1772,won,2023-04-19,10463.156887846864
461,838,negotiation,2023-12-31,46595.28156699616
462,4158,won,2024-03-13,39205.276211992714
463,812,prospecting,2023-09-11,44470.13480856584
464,174,negotiation,2024-01-20,16723.893064611235
465,4728,negotiation,2022-11-07,2315.4432222096534
466,2653,won,2023-10-16,18294.952550152353
467,119,won,2024-10-19,42102.504516319415
468,3368,won,2023-10-22,44075.97482095666
469,1158,prospecting,2023-03-31,4634.809763819729
470,2095,won,2024-10-17,43047.31837211826
471,259,prospecting,2024-07-23,48329.120811761684
472,90,won,2023-07-13,46157.36593823137
473,2727,negotiation,2023-07-19,6871.554082934784
474,1527,won,2023-09-30,31277.32171621783
475,4002,prospecting,2024-10-08,14120.5027993516
476,234,prospecting,2023-06-26,33769.53450778392
477,4042,prospecting,2024-06-12,9716.517037746262
478,873,won,2024-07-21,11378.042929458912
479,4630,prospecting,2024-03-12,15480.061781723052
480,2527,prospecting,2023-10-23,39256.09269787047
481,662,negotiation,2023-12-19,47190.5255229681
482,3835,won,2024-02-19,40790.18116783047
483,89,prospecting,2023-07-01,40327.266399649896
484,334,won,2023-02-07,8707.861204031455
485,4597,prospecting,2023-12-02,41715.28642225104
486,2261,negotiation,2024-09-24,15670.908093806573
487,1740,prospecting,2023-05-27,49585.0840501352
488,1925,negotiation,2024-09-11,25883.417430843216
489,840,prospecting,2023-11-14,21828.21501849535
490,2189,prospecting,2023-05-10,25824.809186151706
491,1527,prospecting,2024-03-23,15823.729101273722
492,664,negotiation,2023-07-10,33571.70306595425
493,886,negotiation,2023-08-09,34018.81040942513
494,3465,won,2024-09-12,15228.96353822132
495,3838,won,2024-03-29,41243.0405712043
496,4946,negotiation,2024-04-13,30858.155617175835
497,3341,negotiation,2022-12-25,14892.140995869595
498,62,negotiation,2024-10-02,27409.091733121113
499,1498,negotiation,2024-08-29,15516.565658401163
500,2309,won,2024-03-23,12750.343596017046
501,2607,won,2023-07-29,48725.372006217876
502,4035,won,2023-12-23,38862.81724954252
503,3882,prospecting,2023-09-04,42327.3559704996
504,3380,negotiation,2023-02-06,8975.466883671017
505,3625,won,2024-08-18,13412.108761774894
506,269,won,2023-09-01,25856.155731151775
507,4274,prospecting,2023-04-17,31944.386411459654
508,353,prospecting,2024-06-22,37371.069462296495
509,186,prospecting,2023-01-26,37118.51014231857
510,948,negotiation,2024-02-23,12880.197899228282
511,2494,negotiation,2023-06-12,15308.38325012368
512,4162,negotiation,2022-12-24,27106.829707447447
513,2120,won,2024-09-08,12145.968007962385
514,3481,won,2024-04-03,38767.825571517125
515,3170,prospecting,2022-10-31,15427.723159591564
516,182,prospecting,2024-01-19,21614.898443906968
517,1380,negotiation,2024-03-09,4380.893177650054
518,4363,prospecting,2022-10-27,23204.17793157185
519,4987,won,2023-10-20,4185.626249722029
520,3579,won,2024-01-10,41715.90687522262
521,3159,negotiation,2024-07-26,7226.629994827888
522,260,negotiation,2024-03-29,24578.48354451199
523,4469,won,2023-10-05,31429.436599296634
524,4524,prospecting,2024-08-21,5658.331956277715
525,2050,won,2024-01-01,26082.08358815137
526,1774,prospecting,2024-02-17,29530.264862161817
527,4445,negotiation,2023-08-12,4077.2353353171884
528,864,negotiation,2023-12-17,42143.57190268586
529,3433,won,2024-04-01,8999.519645589717
530,3565,won,2024-03-17,35452.9670304911
531,2997,won,2023-08-29,23827.878368627382
532,2227,won,2024-10-10,6634.33763911779
533,2379,negotiation,2024-09-28,32057.260587209348
534,4548,prospecting,2022-12-20,26944.461170245344
535,649,won,2024-01-11,47290.67483241663
536,3915,prospecting,2023-12-22,15320.473923096913
537,4746,negotiation,2023-12-23,41003.838463294946
538,2550,prospecting,2023-06-21,42266.6480484848
539,1462,won,2024-05-28,42182.69481418888
540,782,won,2023-12-14,31081.276451540136
541,111,negotiation,2024-04-01,40564.967177407154
542,1432,negotiation,2023-10-11,32633.320513828327
543,1658,negotiation,2022-11-18,25261.024621582383
544,932,prospecting,2022-12-28,22021.68761679522
545,1282,negotiation,2024-05-26,6974.952242176756
546,1624,won,2024-07-18,49081.39485755231
547,1545,won,2024-02-27,33010.93467194495
548,3378,won,2024-09-30,49654.90816342851
549,4482,negotiation,2023-10-15,9482.021284025466
550,2936,won,2023-05-10,22937.205486228173
551,4973,prospecting,2024-07-08,32269.37065443864
552,3872,won,2024-01-28,41446.4270836677
553,3416,prospecting,2023-05-10,28784.606760823506
554,2745,won,2024-05-30,17579.78039540243
555,3476,negotiation,2023-12-27,39403.485400344165
556,3495,prospecting,2023-01-24,29018.360921428757
557,2855,won,2024-01-04,21477.640562599394
558,110,negotiation,2023-01-30,41189.28704039402
559,4486,won,2023-10-22,38289.251031832755
560,4505,prospecting,2023-07-17,16367.463318241893
561,2765,won,2023-04-06,43540.77176606338
562,129,negotiation,2023-07-05,48015.44392377703
563,3798,won,2023-03-20,22682.373682870384
564,4255,prospecting,2023-09-19,5957.670278690578
565,1515,won,2024-10-20,33263.8953964082
566,2938,negotiation,2024-05-22,46624.98315836499
567,410,prospecting,2024-09-29,14987.92237783983
568,4827,won,2023-07-13,12949.358783178386
569,394,negotiation,2023-11-07,28316.48524117564
570,1881,negotiation,2023-01-12,30621.738587985707
571,526,negotiation,2023-12-22,36445.89640849903
572,151,negotiation,2023-07-21,13984.614221203501
573,223,prospecting,2024-08-31,1453.444661727074
574,516,won,2023-12-05,27117.375297199444
575,963,negotiation,2023-01-29,36472.247091652214
576,1442,negotiation,2024-04-14,11284.239145570422
577,2049,prospecting,2022-10-27,25308.26640423909
578,806,prospecting,2023-07-30,13292.771617370838
579,1915,negotiation,2023-11-08,22283.5219138226
580,1898,won,2024-06-01,3733.7257508299354
581,1711,prospecting,2024-01-29,22338.284742742348
582,3202,negotiation,2023-02-02,3179.1982567785003
583,4756,negotiation,2023-11-22,40070.43572826515
584,2033,prospecting,2023-09-24,4141.3858065270415
